"state","date","year","fatalities","injured","total_victims"
"Missouri","06/23/2013","2013",1,8,9
"Missouri","06/10/2013","2013",0,6,6
"Missouri","03/21/2013","2013",1,3,4
"Missouri","03/10/2013","2013",0,5,5
"Missouri","01/25/2013","2013",1,3,4
"Missouri","12/24/2014","2014",1,3,4
"Missouri","12/02/2014","2014",1,5,6
"Missouri","11/15/2014","2014",4,0,4
"Missouri","09/27/2014","2014",0,5,5
"Missouri","08/03/2014","2014",0,5,5
"Missouri","07/27/2014","2014",0,5,5
"Missouri","07/06/2014","2014",0,4,4
"Missouri","06/29/2014","2014",0,4,4
"Missouri","09/02/2014","2014",5,3,8
"Missouri","09/27/2015","2015",0,4,4
"Missouri","09/05/2015","2015",0,4,4
"Missouri","08/09/2015","2015",0,4,4
"Missouri","08/04/2015","2015",1,4,5
"Missouri","07/26/2015","2015",2,3,5
"Missouri","07/22/2015","2015",0,6,6
"Missouri","07/14/2015","2015",0,4,4
"Missouri","06/14/2015","2015",0,4,4
"Missouri","06/09/2015","2015",1,3,4
"Missouri","05/24/2015","2015",0,4,4
"Missouri","05/18/2015","2015",0,4,4
"Missouri","03/07/2015","2015",0,4,4
"Missouri","02/26/2015","2015",8,1,9
"Missouri","11/27/2016","2016",0,7,7
"Missouri","11/12/2016","2016",1,3,4
"Missouri","09/11/2016","2016",0,6,6
"Missouri","08/28/2016","2016",2,2,4
"Missouri","08/13/2016","2016",0,4,4
"Missouri","07/30/2016","2016",0,5,5
"Missouri","07/13/2016","2016",2,2,4
"Missouri","04/29/2016","2016",0,4,4
"Missouri","02/21/2016","2016",1,3,4
"Missouri","02/19/2016","2016",4,0,4
"Missouri","08/24/2017","2017",4,0,4
"Missouri","08/12/2017","2017",1,3,4
"Missouri","06/25/2017","2017",1,3,4
"Missouri","06/18/2017","2017",3,2,5
"Missouri","06/13/2017","2017",0,4,4
"Missouri","06/03/2017","2017",2,2,4
"Missouri","06/01/2017","2017",3,1,4
"Missouri","03/24/2017","2017",1,6,7
"Missouri","02/12/2017","2017",1,6,7
"Missouri","01/12/2017","2017",3,2,5
"Missouri","08/24/2017","2017",4,0,4
"Missouri","12/28/2018","2018",4,1,5
"Missouri","12/23/2018","2018",1,6,7
"Missouri","11/21/2018","2018",0,4,4
"Missouri","11/01/2018","2018",3,2,5
"Missouri","10/13/2018","2018",0,4,4
"Missouri","08/22/2018","2018",0,4,4
"Missouri","08/10/2018","2018",0,4,4
"Missouri","08/04/2018","2018",0,6,6
"Missouri","07/03/2018","2018",1,5,6
"Missouri","05/11/2018","2018",0,4,4
"Missouri","05/09/2018","2018",0,4,4
"Missouri","04/25/2018","2018",3,1,4
"Missouri","01/31/2018","2018",0,4,4
"Missouri","01/11/2018","2018",2,2,4
"Missouri","12/28/2018","2018",4,1,5
"Missouri","12/12/2019","2019",1,3,4
"Missouri","11/10/2019","2019",0,4,4
"Missouri","10/05/2019","2019",0,5,5
"Missouri","10/03/2019","2019",1,3,4
"Missouri","10/01/2019","2019",0,4,4
"Missouri","09/22/2019","2019",0,5,5
"Missouri","09/14/2019","2019",1,3,4
"Missouri","08/23/2019","2019",1,3,4
"Missouri","08/18/2019","2019",0,4,4
"Missouri","08/07/2019","2019",3,1,4
"Missouri","07/07/2019","2019",0,5,5
"Missouri","07/06/2019","2019",5,0,5
"Missouri","07/02/2019","2019",0,4,4
"Missouri","05/27/2019","2019",2,2,4
"Missouri","05/13/2019","2019",4,1,5
"Missouri","05/10/2019","2019",0,6,6
"Missouri","05/04/2019","2019",1,4,5
"Missouri","04/09/2019","2019",1,3,4
"Missouri","07/06/2019","2019",5,0,5
"Missouri","05/13/2019","2019",4,1,5
"Missouri","03/16/2020","2020",4,0,4
"Missouri","11/14/2020","2020",0,4,4
"Missouri","11/04/2020","2020",0,4,4
"Missouri","10/10/2020","2020",2,2,4
"Missouri","09/26/2020","2020",0,5,5
"Missouri","09/06/2020","2020",0,6,6
"Missouri","09/06/2020","2020",1,3,4
"Missouri","08/04/2020","2020",1,3,4
"Missouri","07/29/2020","2020",3,2,5
"Missouri","07/14/2020","2020",0,5,5
"Missouri","07/05/2020","2020",2,3,5
"Missouri","06/13/2020","2020",2,4,6
"Missouri","06/07/2020","2020",2,7,9
"Missouri","06/06/2020","2020",1,4,5
"Missouri","06/01/2020","2020",0,4,4
"Missouri","05/24/2020","2020",0,4,4
"Missouri","05/09/2020","2020",0,4,4
"Missouri","03/20/2020","2020",0,4,4
"Missouri","03/15/2020","2020",5,2,7
"Missouri","02/29/2020","2020",1,4,5
"Missouri","01/26/2020","2020",0,5,5
"Missouri","01/19/2020","2020",2,15,17
"Missouri","01/01/2020","2020",3,2,5
"Montana","06/07/2015","2015",5,0,5
"Montana","08/04/2017","2017",3,2,5
"Montana","12/17/2019","2019",4,1,5
"Montana","03/14/2019","2019",1,3,4
"Nebraska","12/05/2007","2007",9,4,13
"Nebraska","01/28/2007","2007",4,0,4
"Nebraska","10/02/2013","2013",0,4,4
"Nebraska","12/06/2015","2015",2,3,5
"Nebraska","05/28/2015","2015",0,4,4
"Nebraska","01/24/2015","2015",3,5,8
"Nebraska","06/02/2018","2018",1,6,7
"Nebraska","05/12/2018","2018",0,6,6
"Nebraska","05/09/2018","2018",0,4,4
"Nebraska","05/18/2019","2019",0,4,4
"Nebraska","11/21/2020","2020",2,2,4
"Nebraska","07/19/2020","2020",0,8,8
"Nevada","09/06/2011","2011",5,7,12
"Nevada","09/17/2013","2013",0,4,4
"Nevada","11/18/2014","2014",0,4,4
"Nevada","08/17/2014","2014",0,4,4
"Nevada","07/20/2014","2014",1,3,4
"Nevada","02/15/2014","2014",0,5,5
"Nevada","09/05/2015","2015",1,3,4
"Nevada","06/29/2016","2016",5,0,5
"Nevada","05/29/2016","2016",0,4,4
"Nevada","04/23/2016","2016",1,3,4
"Nevada","10/01/2017","2017",58,546,604
"Nevada","12/27/2017","2017",2,2,4
"Nevada","12/22/2018","2018",0,4,4
"Nevada","10/14/2018","2018",3,1,4
"Nevada","10/12/2018","2018",0,4,4
"Nevada","08/04/2018","2018",0,6,6
"Nevada","07/05/2019","2019",1,5,6
"Nevada","03/25/2019","2019",0,5,5
"Nevada","03/17/2019","2019",0,4,4
"Nevada","11/26/2020","2020",1,5,6
"Nevada","11/03/2020","2020",4,1,5
"Nevada","10/31/2020","2020",0,4,4
"Nevada","08/29/2020","2020",2,2,4
"New Jersey","09/08/2008","2008",4,0,4
"New Jersey","09/01/2008","2008",4,0,4
"New Jersey","12/25/2013","2013",3,2,5
"New Jersey","12/21/2013","2013",1,4,5
"New Jersey","08/18/2013","2013",0,4,4
"New Jersey","08/06/2013","2013",0,4,4
"New Jersey","08/02/2013","2013",2,3,5
"New Jersey","07/13/2013","2013",1,4,5
"New Jersey","05/11/2013","2013",0,4,4
"New Jersey","05/02/2013","2013",0,5,5
"New Jersey","12/16/2014","2014",0,4,4
"New Jersey","11/29/2014","2014",1,3,4
"New Jersey","08/16/2014","2014",1,3,4
"New Jersey","07/21/2014","2014",0,6,6
"New Jersey","06/09/2014","2014",0,6,6
"New Jersey","01/21/2014","2014",2,3,5
"New Jersey","09/15/2015","2015",0,4,4
"New Jersey","07/12/2015","2015",0,4,4
"New Jersey","07/05/2015","2015",1,3,4
"New Jersey","06/14/2015","2015",1,3,4
"New Jersey","05/10/2015","2015",0,4,4
"New Jersey","05/10/2015","2015",1,3,4
"New Jersey","04/25/2015","2015",0,4,4
"New Jersey","04/18/2015","2015",1,3,4
"New Jersey","03/18/2015","2015",1,3,4
"New Jersey","12/02/2016","2016",0,6,6
"New Jersey","11/03/2016","2016",2,2,4
"New Jersey","09/11/2016","2016",1,3,4
"New Jersey","08/29/2016","2016",1,5,6
"New Jersey","08/25/2016","2016",0,5,5
"New Jersey","06/21/2016","2016",0,4,4
"New Jersey","05/29/2016","2016",0,6,6
"New Jersey","05/23/2016","2016",0,5,5
"New Jersey","03/11/2016","2016",0,5,5
"New Jersey","12/31/2017","2017",4,0,4
"New Jersey","09/24/2017","2017",1,3,4
"New Jersey","08/21/2017","2017",0,4,4
"New Jersey","08/05/2017","2017",0,4,4
"New Jersey","07/18/2017","2017",1,3,4
"New Jersey","07/02/2017","2017",0,4,4
"New Jersey","07/01/2017","2017",2,2,4
"New Jersey","06/24/2017","2017",0,4,4
"New Jersey","05/28/2017","2017",1,5,6
"New Jersey","05/10/2017","2017",1,3,4
"New Jersey","04/27/2017","2017",1,3,4
"New Jersey","01/11/2017","2017",1,3,4
"New Jersey","10/26/2018","2018",1,3,4
"New Jersey","09/02/2018","2018",2,2,4
"New Jersey","09/02/2018","2018",0,4,4
"New Jersey","08/08/2018","2018",0,4,4
"New Jersey","07/20/2018","2018",0,4,4
"New Jersey","06/30/2018","2018",0,5,5
"New Jersey","06/17/2018","2018",1,19,20
"New Jersey","05/12/2018","2018",0,4,4
"New Jersey","03/31/2018","2018",0,5,5
"New Jersey","03/29/2018","2018",0,4,4
"New Jersey","11/20/2018","2018",4,0,4
"New Jersey","12/10/2019","2019",4,3,7
"New Jersey","11/18/2019","2019",1,4,5
"New Jersey","06/28/2019","2019",0,4,4
"New Jersey","06/28/2019","2019",0,4,4
"New Jersey","06/18/2019","2019",1,4,5
"New Jersey","05/27/2019","2019",1,5,6
"New Jersey","05/25/2019","2019",0,9,9
"New Jersey","05/05/2019","2019",1,4,5
"New Jersey","03/16/2019","2019",1,3,4
"New Jersey","03/11/2019","2019",0,4,4
"New Jersey","01/26/2019","2019",1,3,4
"New Jersey","11/22/2020","2020",0,4,4
"New Jersey","11/01/2020","2020",1,4,5
"New Jersey","10/28/2020","2020",1,3,4
"New Jersey","09/19/2020","2020",0,4,4
"New Jersey","09/19/2020","2020",0,5,5
"New Jersey","09/13/2020","2020",2,7,9
"New Jersey","08/12/2020","2020",1,4,5
"New Jersey","08/02/2020","2020",0,5,5
"New Jersey","07/07/2020","2020",4,3,7
"New Jersey","07/02/2020","2020",1,4,5
"New Jersey","06/20/2020","2020",1,4,5
"New Jersey","05/30/2020","2020",0,4,4
"New Jersey","07/07/2020","2020",4,3,7
"New Mexico","07/30/2013","2013",0,4,4
"New Mexico","01/19/2013","2013",5,0,5
"New Mexico","08/08/2014","2014",1,3,4
"New Mexico","08/22/2015","2015",3,1,4
"New Mexico","03/22/2015","2015",1,6,7
"New Mexico","12/05/2016","2016",4,1,5
"New Mexico","08/08/2016","2016",2,2,4
"New Mexico","06/11/2016","2016",5,0,5
"New Mexico","04/09/2016","2016",0,4,4
"New Mexico","08/28/2017","2017",2,4,6
"New Mexico","06/15/2017","2017",5,0,5
"New Mexico","11/13/2018","2018",4,1,5
"New Mexico","10/04/2018","2018",1,3,4
"New Mexico","09/12/2019","2019",1,4,5
"New Mexico","08/25/2019","2019",3,4,7
"New Mexico","07/07/2019","2019",0,4,4
"New Mexico","01/06/2019","2019",0,4,4
"New Mexico","05/14/2020","2020",0,5,5
"New Mexico","03/14/2020","2020",1,3,4
"New Mexico","03/07/2020","2020",0,4,4
"New York","10/15/1992","1992",5,0,5
"New York","12/07/1993","1993",6,19,25
"New York","01/19/2007","2007",5,0,5
"New York","04/03/2009","2009",14,4,18
"New York","02/14/2009","2009",4,1,5
"New York","08/14/2010","2010",4,4,8
"New York","06/19/2011","2011",4,0,4
"New York","03/13/2013","2013",5,2,7
"New York","12/31/2013","2013",0,6,6
"New York","12/25/2013","2013",1,3,4
"New York","11/28/2013","2013",0,4,4
"New York","11/11/2013","2013",4,1,5
"New York","10/05/2013","2013",0,4,4
"New York","09/11/2013","2013",0,4,4
"New York","08/11/2013","2013",0,4,4
"New York","07/21/2013","2013",0,4,4
"New York","07/20/2013","2013",0,5,5
"New York","07/06/2013","2013",1,3,4
"New York","06/30/2013","2013",0,9,9
"New York","04/07/2013","2013",1,3,4
"New York","03/22/2013","2013",1,3,4
"New York","03/13/2013","2013",5,2,7
"New York","03/13/2013","2013",4,2,6
"New York","12/22/2014","2014",4,2,6
"New York","11/30/2014","2014",0,4,4
"New York","10/18/2014","2014",0,4,4
"New York","10/18/2014","2014",0,4,4
"New York","10/11/2014","2014",0,5,5
"New York","10/08/2014","2014",4,0,4
"New York","09/19/2014","2014",0,4,4
"New York","08/17/2014","2014",0,4,4
"New York","08/12/2014","2014",1,3,4
"New York","07/06/2014","2014",0,4,4
"New York","06/28/2014","2014",0,4,4
"New York","04/27/2014","2014",0,5,5
"New York","03/14/2014","2014",0,4,4
"New York","01/03/2014","2014",1,3,4
"New York","11/22/2015","2015",0,5,5
"New York","09/12/2015","2015",2,4,6
"New York","08/28/2015","2015",1,3,4
"New York","08/19/2015","2015",3,4,7
"New York","08/03/2015","2015",0,5,5
"New York","08/02/2015","2015",0,9,9
"New York","07/20/2015","2015",0,6,6
"New York","07/04/2015","2015",0,4,4
"New York","06/24/2015","2015",0,4,4
"New York","06/15/2015","2015",0,4,4
"New York","06/13/2015","2015",0,5,5
"New York","06/06/2015","2015",1,4,5
"New York","06/03/2015","2015",3,1,4
"New York","05/16/2015","2015",0,4,4
"New York","05/04/2015","2015",1,3,4
"New York","05/03/2015","2015",0,4,4
"New York","04/27/2015","2015",2,4,6
"New York","04/25/2015","2015",1,6,7
"New York","02/01/2015","2015",0,6,6
"New York","02/01/2015","2015",1,4,5
"New York","01/24/2015","2015",4,1,5
"New York","12/25/2016","2016",1,5,6
"New York","12/11/2016","2016",0,4,4
"New York","11/24/2016","2016",1,3,4
"New York","10/30/2016","2016",0,4,4
"New York","10/30/2016","2016",2,5,7
"New York","10/08/2016","2016",0,4,4
"New York","08/28/2016","2016",0,4,4
"New York","08/13/2016","2016",0,4,4
"New York","07/28/2016","2016",0,5,5
"New York","07/23/2016","2016",0,4,4
"New York","07/04/2016","2016",0,7,7
"New York","06/13/2016","2016",0,5,5
"New York","06/05/2016","2016",0,4,4
"New York","04/23/2016","2016",0,4,4
"New York","02/07/2016","2016",1,7,8
"New York","04/11/2016","2016",4,0,4
"New York","01/11/2016","2016",4,0,4
"New York","11/03/2017","2017",0,4,4
"New York","10/17/2017","2017",0,4,4
"New York","09/24/2017","2017",0,4,4
"New York","08/20/2017","2017",0,4,4
"New York","08/16/2017","2017",0,4,4
"New York","08/06/2017","2017",0,6,6
"New York","07/29/2017","2017",1,4,5
"New York","06/30/2017","2017",2,6,8
"New York","06/24/2017","2017",0,5,5
"New York","05/27/2017","2017",0,4,4
"New York","02/22/2017","2017",0,4,4
"New York","02/12/2017","2017",1,3,4
"New York","12/08/2018","2018",0,5,5
"New York","11/03/2018","2018",0,5,5
"New York","09/22/2018","2018",0,4,4
"New York","09/20/2018","2018",0,5,5
"New York","08/18/2018","2018",0,4,4
"New York","07/05/2018","2018",0,4,4
"New York","07/05/2018","2018",0,4,4
"New York","07/02/2018","2018",2,2,4
"New York","06/14/2018","2018",1,4,5
"New York","06/12/2018","2018",0,4,4
"New York","06/02/2018","2018",0,5,5
"New York","05/02/2018","2018",1,4,5
"New York","03/03/2018","2018",1,3,4
"New York","12/29/2019","2019",1,3,4
"New York","11/27/2019","2019",0,5,5
"New York","10/12/2019","2019",4,3,7
"New York","08/05/2019","2019",0,4,4
"New York","07/27/2019","2019",1,11,12
"New York","07/05/2019","2019",0,4,4
"New York","06/30/2019","2019",0,6,6
"New York","06/09/2019","2019",0,4,4
"New York","02/06/2019","2019",1,3,4
"New York","12/12/2020","2020",2,2,4
"New York","12/12/2020","2020",0,4,4
"New York","11/22/2020","2020",1,6,7
"New York","10/21/2020","2020",1,5,6
"New York","10/17/2020","2020",1,5,6
"New York","10/07/2020","2020",1,3,4
"New York","09/20/2020","2020",0,4,4
"New York","09/19/2020","2020",1,4,5
"New York","09/19/2020","2020",2,14,16
"New York","09/07/2020","2020",0,5,5
"New York","08/30/2020","2020",1,4,5
"New York","08/25/2020","2020",0,4,4
"New York","08/23/2020","2020",1,3,4
"New York","08/18/2020","2020",0,4,4
"New York","08/17/2020","2020",0,4,4
"New York","08/15/2020","2020",0,5,5
"New York","08/14/2020","2020",0,4,4
"New York","08/08/2020","2020",1,3,4
"New York","08/03/2020","2020",0,4,4
"New York","07/15/2020","2020",1,5,6
"New York","07/13/2020","2020",0,6,6
"New York","07/12/2020","2020",1,3,4
"New York","07/11/2020","2020",0,6,6
"New York","07/05/2020","2020",0,5,5
"New York","06/27/2020","2020",0,4,4
"New York","06/22/2020","2020",0,5,5
"New York","06/21/2020","2020",0,4,4
"New York","06/20/2020","2020",0,4,4
"New York","06/20/2020","2020",1,8,9
"New York","06/18/2020","2020",0,7,7
"New York","06/13/2020","2020",1,7,8
"New York","06/12/2020","2020",1,3,4
"New York","06/08/2020","2020",0,4,4
"New York","04/26/2020","2020",0,4,4
"New York","04/05/2020","2020",0,4,4
"New York","01/26/2020","2020",3,1,4
"New York","01/02/2020","2020",0,4,4
"North Carolina","08/06/1993","1993",4,8,12
"North Carolina","03/24/2008","2008",4,0,4
"North Carolina","03/29/2009","2009",8,3,11
"North Carolina","11/01/2009","2009",4,0,4
"North Carolina","03/12/2009","2009",4,0,4
"North Carolina","11/20/2011","2011",5,1,6
"North Carolina","12/21/2013","2013",0,4,4
"North Carolina","12/14/2013","2013",0,4,4
"North Carolina","10/27/2013","2013",1,4,5
"North Carolina","09/25/2013","2013",0,4,4
"North Carolina","09/14/2013","2013",0,4,4
"North Carolina","09/05/2013","2013",0,4,4
"North Carolina","07/11/2013","2013",2,2,4
"North Carolina","06/21/2013","2013",0,5,5
"North Carolina","06/14/2013","2013",0,5,5
"North Carolina","05/04/2013","2013",0,4,4
"North Carolina","04/28/2013","2013",0,5,5
"North Carolina","07/30/2014","2014",3,4,7
"North Carolina","03/30/2014","2014",0,5,5
"North Carolina","01/27/2014","2014",0,4,4
"North Carolina","12/20/2015","2015",1,4,5
"North Carolina","10/25/2015","2015",0,5,5
"North Carolina","10/10/2015","2015",0,4,4
"North Carolina","09/11/2015","2015",0,5,5
"North Carolina","09/05/2015","2015",1,3,4
"North Carolina","08/21/2015","2015",0,8,8
"North Carolina","08/08/2015","2015",2,3,5
"North Carolina","07/19/2015","2015",0,4,4
"North Carolina","06/20/2015","2015",0,4,4
"North Carolina","04/18/2015","2015",1,3,4
"North Carolina","04/18/2015","2015",0,4,4
"North Carolina","01/11/2015","2015",2,5,7
"North Carolina","12/24/2016","2016",0,7,7
"North Carolina","12/24/2016","2016",4,0,4
"North Carolina","12/17/2016","2016",0,4,4
"North Carolina","12/11/2016","2016",0,4,4
"North Carolina","09/26/2016","2016",0,4,4
"North Carolina","09/11/2016","2016",0,5,5
"North Carolina","09/03/2016","2016",1,3,4
"North Carolina","06/26/2016","2016",0,5,5
"North Carolina","06/11/2016","2016",1,3,4
"North Carolina","11/11/2017","2017",1,5,6
"North Carolina","08/21/2017","2017",4,0,4
"North Carolina","07/29/2017","2017",2,3,5
"North Carolina","07/26/2017","2017",1,6,7
"North Carolina","07/04/2017","2017",1,3,4
"North Carolina","04/16/2017","2017",0,4,4
"North Carolina","04/07/2017","2017",3,1,4
"North Carolina","11/12/2018","2018",3,1,4
"North Carolina","06/24/2018","2018",1,6,7
"North Carolina","06/17/2018","2018",0,4,4
"North Carolina","06/09/2018","2018",0,4,4
"North Carolina","05/04/2018","2018",0,4,4
"North Carolina","04/29/2018","2018",1,3,4
"North Carolina","04/28/2018","2018",0,5,5
"North Carolina","04/18/2018","2018",4,3,7
"North Carolina","04/08/2018","2018",1,3,4
"North Carolina","03/09/2018","2018",3,1,4
"North Carolina","12/24/2019","2019",0,6,6
"North Carolina","11/08/2019","2019",1,3,4
"North Carolina","10/03/2019","2019",1,3,4
"North Carolina","09/07/2019","2019",3,1,4
"North Carolina","09/02/2019","2019",2,2,4
"North Carolina","09/01/2019","2019",0,4,4
"North Carolina","08/31/2019","2019",1,3,4
"North Carolina","06/12/2019","2019",1,3,4
"North Carolina","05/18/2019","2019",2,4,6
"North Carolina","04/30/2019","2019",2,4,6
"North Carolina","04/07/2019","2019",0,7,7
"North Carolina","12/05/2020","2020",0,6,6
"North Carolina","11/12/2020","2020",0,6,6
"North Carolina","11/01/2020","2020",1,3,4
"North Carolina","10/25/2020","2020",1,3,4
"North Carolina","09/30/2020","2020",0,4,4
"North Carolina","09/12/2020","2020",0,5,5
"North Carolina","07/25/2020","2020",0,4,4
"North Carolina","07/14/2020","2020",0,8,8
"North Carolina","06/22/2020","2020",4,5,9
"North Carolina","06/20/2020","2020",2,2,4
"North Carolina","06/09/2020","2020",0,5,5
"North Carolina","05/30/2020","2020",1,5,6
"North Carolina","05/23/2020","2020",0,6,6
"North Carolina","04/26/2020","2020",1,4,5
"North Carolina","04/17/2020","2020",1,3,4
"North Carolina","03/15/2020","2020",7,0,7
"North Carolina","02/23/2020","2020",3,1,4
"North Carolina","02/20/2020","2020",0,4,4
"North Carolina","01/26/2020","2020",0,6,6
"North Carolina","01/24/2020","2020",5,0,5
"North Dakota","01/28/2011","2011",4,0,4
"North Dakota","11/18/2012","2012",4,1,5
"North Dakota","04/01/2019","2019",4,0,4
"Ohio","12/08/2004","2004",5,7,12
"Ohio","06/21/2006","2006",4,0,4
"Ohio","01/29/2007","2007",4,0,4
"Ohio","03/05/2009","2009",5,1,6
"Ohio","08/07/2011","2011",7,1,8
"Ohio","04/30/2011","2011",4,4,8
"Ohio","04/16/2011","2011",4,0,4
"Ohio","07/06/2012","2012",4,0,4
"Ohio","11/10/2013","2013",1,3,4
"Ohio","09/27/2013","2013",0,4,4
"Ohio","08/18/2013","2013",0,4,4
"Ohio","07/13/2013","2013",0,4,4
"Ohio","05/13/2013","2013",0,4,4
"Ohio","04/25/2013","2013",0,4,4
"Ohio","04/18/2013","2013",4,0,4
"Ohio","01/26/2013","2013",1,3,4
"Ohio","11/22/2014","2014",4,1,5
"Ohio","11/22/2014","2014",1,3,4
"Ohio","11/16/2014","2014",1,4,5
"Ohio","09/21/2014","2014",0,4,4
"Ohio","05/25/2014","2014",1,3,4
"Ohio","05/18/2014","2014",0,7,7
"Ohio","03/09/2014","2014",3,1,4
"Ohio","11/21/2014","2014",4,1,5
"Ohio","12/08/2015","2015",1,3,4
"Ohio","11/23/2015","2015",4,1,5
"Ohio","09/28/2015","2015",0,4,4
"Ohio","09/28/2015","2015",0,5,5
"Ohio","08/21/2015","2015",2,5,7
"Ohio","07/17/2015","2015",0,4,4
"Ohio","07/15/2015","2015",0,7,7
"Ohio","07/07/2015","2015",1,3,4
"Ohio","06/13/2015","2015",4,1,5
"Ohio","05/31/2015","2015",3,1,4
"Ohio","05/10/2015","2015",1,4,5
"Ohio","05/07/2015","2015",0,4,4
"Ohio","05/03/2015","2015",1,6,7
"Ohio","02/05/2015","2015",3,3,6
"Ohio","12/30/2016","2016",0,5,5
"Ohio","10/30/2016","2016",0,4,4
"Ohio","10/29/2016","2016",1,3,4
"Ohio","10/25/2016","2016",1,3,4
"Ohio","07/24/2016","2016",1,7,8
"Ohio","07/23/2016","2016",2,2,4
"Ohio","07/16/2016","2016",0,5,5
"Ohio","07/14/2016","2016",1,3,4
"Ohio","07/04/2016","2016",0,4,4
"Ohio","04/22/2016","2016",8,0,8
"Ohio","03/04/2016","2016",1,3,4
"Ohio","12/13/2017","2017",1,3,4
"Ohio","11/24/2017","2017",1,5,6
"Ohio","11/10/2017","2017",0,4,4
"Ohio","11/04/2017","2017",0,4,4
"Ohio","10/28/2017","2017",0,4,4
"Ohio","10/11/2017","2017",4,0,4
"Ohio","08/19/2017","2017",1,4,5
"Ohio","07/22/2017","2017",0,5,5
"Ohio","07/08/2017","2017",1,8,9
"Ohio","06/17/2017","2017",1,4,5
"Ohio","06/14/2017","2017",0,4,4
"Ohio","05/30/2017","2017",1,3,4
"Ohio","04/16/2017","2017",0,9,9
"Ohio","03/26/2017","2017",2,2,4
"Ohio","03/26/2017","2017",2,15,17
"Ohio","03/25/2017","2017",2,2,4
"Ohio","02/28/2017","2017",0,6,6
"Ohio","02/25/2017","2017",2,3,5
"Ohio","02/21/2017","2017",0,4,4
"Ohio","02/20/2017","2017",0,5,5
"Ohio","02/08/2017","2017",1,4,5
"Ohio","09/06/2018","2018",3,2,5
"Ohio","12/31/2018","2018",3,2,5
"Ohio","12/29/2018","2018",1,3,4
"Ohio","09/01/2018","2018",1,7,8
"Ohio","08/20/2018","2018",1,3,4
"Ohio","08/11/2018","2018",0,4,4
"Ohio","07/26/2018","2018",1,6,7
"Ohio","07/05/2018","2018",1,5,6
"Ohio","06/24/2018","2018",0,5,5
"Ohio","05/25/2018","2018",0,4,4
"Ohio","02/03/2018","2018",1,5,6
"Ohio","08/04/2019","2019",9,27,36
"Ohio","11/17/2019","2019",0,4,4
"Ohio","11/03/2019","2019",0,4,4
"Ohio","10/15/2019","2019",0,4,4
"Ohio","10/13/2019","2019",0,4,4
"Ohio","09/21/2019","2019",4,0,4
"Ohio","09/01/2019","2019",0,4,4
"Ohio","07/30/2019","2019",0,5,5
"Ohio","06/26/2019","2019",1,3,4
"Ohio","06/23/2019","2019",0,5,5
"Ohio","06/09/2019","2019",1,3,4
"Ohio","05/20/2019","2019",0,4,4
"Ohio","05/16/2019","2019",0,4,4
"Ohio","04/28/2019","2019",4,0,4
"Ohio","07/09/2019","2019",4,0,4
"Ohio","11/27/2020","2020",0,6,6
"Ohio","11/14/2020","2020",0,4,4
"Ohio","11/05/2020","2020",3,2,5
"Ohio","11/02/2020","2020",0,5,5
"Ohio","10/19/2020","2020",0,5,5
"Ohio","09/29/2020","2020",2,2,4
"Ohio","09/27/2020","2020",1,3,4
"Ohio","09/21/2020","2020",1,4,5
"Ohio","08/17/2020","2020",0,5,5
"Ohio","08/16/2020","2020",1,3,4
"Ohio","08/12/2020","2020",1,3,4
"Ohio","08/09/2020","2020",0,6,6
"Ohio","07/29/2020","2020",5,0,5
"Ohio","07/17/2020","2020",0,4,4
"Ohio","06/30/2020","2020",0,4,4
"Ohio","06/22/2020","2020",1,4,5
"Ohio","06/10/2020","2020",1,3,4
"Ohio","06/06/2020","2020",0,4,4
"Ohio","05/27/2020","2020",1,3,4
"Ohio","05/22/2020","2020",1,3,4
"Ohio","05/03/2020","2020",0,4,4
"Ohio","03/07/2020","2020",1,18,19
"Ohio","01/01/2020","2020",0,4,4
"Ohio","07/28/2020","2020",4,0,4
"Oklahoma","11/09/2009","2009",4,1,5
"Oklahoma","11/23/2013","2013",4,1,5
"Oklahoma","10/12/2013","2013",0,5,5
"Oklahoma","08/14/2013","2013",4,0,4
"Oklahoma","07/13/2013","2013",1,3,4
"Oklahoma","02/21/2013","2013",1,3,4
"Oklahoma","01/07/2013","2013",4,0,4
"Oklahoma","04/06/2014","2014",0,4,4
"Oklahoma","01/16/2014","2014",2,4,6
"Oklahoma","09/20/2015","2015",0,6,6
"Oklahoma","06/14/2015","2015",0,4,4
"Oklahoma","06/13/2015","2015",0,4,4
"Oklahoma","03/20/2015","2015",0,4,4
"Oklahoma","02/06/2015","2015",1,4,5
"Oklahoma","10/23/2016","2016",1,5,6
"Oklahoma","04/01/2017","2017",2,3,5
"Oklahoma","10/06/2018","2018",0,4,4
"Oklahoma","07/18/2018","2018",0,4,4
"Oklahoma","05/11/2018","2018",1,4,5
"Oklahoma","05/06/2018","2018",0,4,4
"Oklahoma","02/16/2018","2018",1,3,4
"Oklahoma","10/24/2019","2019",2,2,4
"Oklahoma","10/22/2019","2019",1,3,4
"Oklahoma","05/25/2019","2019",0,5,5
"Oklahoma","05/20/2019","2019",2,2,4
"Oklahoma","11/01/2020","2020",1,3,4
"Oklahoma","08/16/2020","2020",0,4,4
"Oregon","05/21/1998","1998",4,25,29
"Oregon","05/22/2012","2012",5,0,5
"Oregon","12/12/2014","2014",0,4,4
"Oregon","07/05/2014","2014",1,4,5
"Oregon","10/01/2015","2015",9,9,18
"Oregon","07/18/2015","2015",1,4,5
