"state","date","year","fatalities","injured","total_victims"
"Illinois","06/22/2020","2020",0,5,5
"Illinois","06/21/2020","2020",1,3,4
"Illinois","06/17/2020","2020",0,4,4
"Illinois","06/15/2020","2020",0,4,4
"Illinois","06/07/2020","2020",1,3,4
"Illinois","06/07/2020","2020",1,3,4
"Illinois","06/02/2020","2020",0,4,4
"Illinois","05/26/2020","2020",2,2,4
"Illinois","05/23/2020","2020",1,4,5
"Illinois","05/23/2020","2020",1,3,4
"Illinois","05/19/2020","2020",0,5,5
"Illinois","05/13/2020","2020",1,4,5
"Illinois","05/03/2020","2020",0,5,5
"Illinois","04/07/2020","2020",1,3,4
"Illinois","03/13/2020","2020",0,4,4
"Illinois","03/08/2020","2020",0,4,4
"Illinois","03/07/2020","2020",0,7,7
"Illinois","02/25/2020","2020",1,4,5
"Illinois","02/14/2020","2020",0,6,6
"Illinois","01/16/2020","2020",0,5,5
"Indiana","06/01/2006","2006",7,0,7
"Indiana","01/14/2008","2008",4,0,4
"Indiana","09/25/2011","2011",5,0,5
"Indiana","11/29/2013","2013",0,4,4
"Indiana","09/07/2013","2013",2,4,6
"Indiana","08/02/2013","2013",0,4,4
"Indiana","06/02/2013","2013",0,4,4
"Indiana","05/11/2013","2013",5,0,5
"Indiana","03/05/2013","2013",1,3,4
"Indiana","05/11/2013","2013",4,0,4
"Indiana","12/07/2014","2014",0,4,4
"Indiana","07/05/2014","2014",0,7,7
"Indiana","06/15/2014","2014",0,4,4
"Indiana","04/11/2014","2014",0,4,4
"Indiana","02/20/2014","2014",4,0,4
"Indiana","02/16/2014","2014",0,5,5
"Indiana","02/12/2014","2014",0,5,5
"Indiana","02/03/2014","2014",3,2,5
"Indiana","11/09/2015","2015",2,2,4
"Indiana","10/26/2015","2015",0,5,5
"Indiana","10/17/2015","2015",0,4,4
"Indiana","09/19/2015","2015",1,3,4
"Indiana","09/07/2015","2015",2,4,6
"Indiana","07/05/2015","2015",0,9,9
"Indiana","07/02/2015","2015",1,3,4
"Indiana","05/03/2015","2015",0,4,4
"Indiana","04/05/2015","2015",0,5,5
"Indiana","03/24/2015","2015",4,0,4
"Indiana","09/17/2016","2016",2,2,4
"Indiana","09/13/2016","2016",3,2,5
"Indiana","09/11/2016","2016",3,1,4
"Indiana","08/01/2016","2016",0,4,4
"Indiana","05/31/2016","2016",0,4,4
"Indiana","05/29/2016","2016",0,4,4
"Indiana","05/18/2016","2016",0,4,4
"Indiana","05/15/2016","2016",0,4,4
"Indiana","11/12/2017","2017",0,7,7
"Indiana","09/20/2017","2017",0,5,5
"Indiana","08/27/2017","2017",1,3,4
"Indiana","04/15/2017","2017",0,4,4
"Indiana","04/09/2017","2017",1,3,4
"Indiana","02/26/2017","2017",1,4,5
"Indiana","02/18/2017","2017",1,3,4
"Indiana","11/22/2018","2018",3,2,5
"Indiana","06/24/2018","2018",1,3,4
"Indiana","06/10/2018","2018",1,4,5
"Indiana","05/20/2018","2018",0,4,4
"Indiana","03/11/2018","2018",0,6,6
"Indiana","01/28/2018","2018",2,3,5
"Indiana","10/06/2019","2019",0,5,5
"Indiana","09/23/2019","2019",2,2,4
"Indiana","09/21/2019","2019",0,6,6
"Indiana","06/23/2019","2019",1,10,11
"Indiana","05/18/2019","2019",1,6,7
"Indiana","05/08/2019","2019",0,4,4
"Indiana","05/04/2019","2019",0,4,4
"Indiana","04/07/2019","2019",2,2,4
"Indiana","02/17/2019","2019",0,5,5
"Indiana","01/26/2019","2019",0,5,5
"Indiana","12/31/2020","2020",1,3,4
"Indiana","11/01/2020","2020",0,4,4
"Indiana","10/04/2020","2020",3,4,7
"Indiana","09/07/2020","2020",1,4,5
"Indiana","04/29/2020","2020",0,4,4
"Indiana","04/24/2020","2020",0,4,4
"Indiana","02/05/2020","2020",4,0,4
"Iowa","11/01/1991","1991",6,1,7
"Iowa","10/14/2006","2006",5,0,5
"Iowa","11/08/2015","2015",1,3,4
"Iowa","06/05/2015","2015",0,5,5
"Iowa","05/21/2017","2017",1,3,4
"Iowa","04/02/2017","2017",0,5,5
"Iowa","12/25/2019","2019",1,3,4
"Iowa","06/16/2019","2019",0,6,6
"Iowa","05/18/2019","2019",2,2,4
"Iowa","09/26/2020","2020",2,6,8
"Iowa","07/05/2020","2020",1,3,4
"Iowa","06/30/2020","2020",0,5,5
"Iowa","06/16/2020","2020",2,2,4
"Kansas","12/16/2006","2006",6,0,6
"Kansas","10/14/2006","2006",4,0,4
"Kansas","11/28/2009","2009",4,0,4
"Kansas","06/22/2009","2009",4,0,4
"Kansas","12/01/2013","2013",4,0,4
"Kansas","09/22/2013","2013",1,6,7
"Kansas","07/24/2013","2013",0,4,4
"Kansas","07/14/2013","2013",1,4,5
"Kansas","01/10/2015","2015",2,2,4
"Kansas","02/25/2016","2016",3,14,17
"Kansas","06/24/2016","2016",0,4,4
"Kansas","04/23/2016","2016",1,4,5
"Kansas","03/07/2016","2016",5,0,5
"Kansas","03/05/2016","2016",0,4,4
"Kansas","10/01/2017","2017",3,2,5
"Kansas","05/09/2017","2017",3,1,4
"Kansas","04/30/2017","2017",4,1,5
"Kansas","03/04/2017","2017",1,4,5
"Kansas","06/23/2018","2018",0,4,4
"Kansas","02/17/2018","2018",1,7,8
"Kansas","10/06/2019","2019",4,5,9
"Kansas","09/29/2019","2019",0,4,4
"Kansas","07/27/2019","2019",1,3,4
"Kansas","04/19/2019","2019",0,4,4
"Kansas","11/07/2020","2020",0,4,4
"Kansas","06/20/2020","2020",0,5,5
"Kentucky","06/25/2008","2008",6,1,7
"Kentucky","09/11/2010","2010",5,0,5
"Kentucky","11/02/2013","2013",1,3,4
"Kentucky","07/12/2013","2013",2,2,4
"Kentucky","04/14/2013","2013",1,4,5
"Kentucky","12/23/2014","2014",1,3,4
"Kentucky","10/26/2014","2014",4,0,4
"Kentucky","07/07/2014","2014",0,4,4
"Kentucky","06/30/2014","2014",1,3,4
"Kentucky","07/19/2015","2015",0,6,6
"Kentucky","07/04/2015","2015",0,4,4
"Kentucky","06/21/2015","2015",1,4,5
"Kentucky","04/05/2015","2015",1,4,5
"Kentucky","11/17/2015","2015",4,0,4
"Kentucky","11/24/2016","2016",2,4,6
"Kentucky","06/21/2016","2016",2,2,4
"Kentucky","12/12/2017","2017",0,4,4
"Kentucky","10/27/2017","2017",0,6,6
"Kentucky","09/02/2017","2017",0,4,4
"Kentucky","05/29/2017","2017",1,3,4
"Kentucky","04/20/2017","2017",0,4,4
"Kentucky","03/19/2017","2017",1,5,6
"Kentucky","03/17/2018","2018",0,7,7
"Kentucky","02/10/2018","2018",5,0,5
"Kentucky","01/27/2018","2018",0,4,4
"Kentucky","01/23/2018","2018",2,14,16
"Kentucky","06/16/2019","2019",1,6,7
"Kentucky","04/18/2019","2019",0,4,4
"Kentucky","04/02/2019","2019",0,5,5
"Kentucky","02/21/2019","2019",2,2,4
"Kentucky","01/17/2019","2019",3,1,4
"Kentucky","08/30/2020","2020",0,7,7
"Kentucky","08/30/2020","2020",0,5,5
"Kentucky","08/16/2020","2020",1,3,4
"Kentucky","08/08/2020","2020",1,4,5
"Kentucky","07/26/2020","2020",1,3,4
"Kentucky","07/13/2020","2020",1,3,4
"Kentucky","06/14/2020","2020",1,4,5
"Kentucky","05/28/2020","2020",0,7,7
"Kentucky","05/13/2020","2020",1,4,5
"Kentucky","04/03/2020","2020",0,4,4
"Louisiana","11/04/2006","2006",4,0,4
"Louisiana","07/24/2006","2006",4,0,4
"Louisiana","06/27/2006","2006",4,0,4
"Louisiana","06/17/2006","2006",5,0,5
"Louisiana","05/21/2006","2006",5,1,6
"Louisiana","10/30/2008","2008",4,0,4
"Louisiana","09/04/2010","2010",4,0,4
"Louisiana","03/25/2010","2010",4,0,4
"Louisiana","12/26/2013","2013",2,6,8
"Louisiana","12/26/2013","2013",3,3,6
"Louisiana","06/23/2013","2013",0,4,4
"Louisiana","05/12/2013","2013",0,19,19
"Louisiana","04/22/2013","2013",0,5,5
"Louisiana","03/02/2013","2013",1,3,4
"Louisiana","02/09/2013","2013",0,4,4
"Louisiana","01/26/2013","2013",2,3,5
"Louisiana","01/21/2013","2013",0,5,5
"Louisiana","12/29/2014","2014",0,4,4
"Louisiana","09/15/2014","2014",0,5,5
"Louisiana","08/18/2014","2014",0,4,4
"Louisiana","08/13/2014","2014",0,4,4
"Louisiana","08/10/2014","2014",2,5,7
"Louisiana","06/29/2014","2014",1,9,10
"Louisiana","05/23/2014","2014",1,7,8
"Louisiana","04/12/2014","2014",1,3,4
"Louisiana","04/07/2014","2014",0,4,4
"Louisiana","02/06/2014","2014",0,4,4
"Louisiana","01/12/2014","2014",0,6,6
"Louisiana","12/31/2015","2015",0,6,6
"Louisiana","12/06/2015","2015",1,3,4
"Louisiana","11/22/2015","2015",0,17,17
"Louisiana","10/28/2015","2015",1,3,4
"Louisiana","10/18/2015","2015",0,4,4
"Louisiana","09/23/2015","2015",0,5,5
"Louisiana","09/12/2015","2015",0,4,4
"Louisiana","08/25/2015","2015",1,3,4
"Louisiana","07/26/2015","2015",0,4,4
"Louisiana","07/23/2015","2015",3,9,12
"Louisiana","07/18/2015","2015",2,2,4
"Louisiana","07/05/2015","2015",0,6,6
"Louisiana","06/25/2015","2015",0,4,4
"Louisiana","06/05/2015","2015",1,3,4
"Louisiana","05/26/2015","2015",2,2,4
"Louisiana","11/27/2016","2016",1,9,10
"Louisiana","11/25/2016","2016",0,4,4
"Louisiana","10/31/2016","2016",0,4,4
"Louisiana","10/04/2016","2016",3,2,5
"Louisiana","09/11/2016","2016",1,5,6
"Louisiana","07/17/2016","2016",5,2,7
"Louisiana","07/07/2016","2016",0,4,4
"Louisiana","07/03/2016","2016",2,3,5
"Louisiana","05/22/2016","2016",0,4,4
"Louisiana","05/05/2016","2016",2,6,8
"Louisiana","04/27/2016","2016",2,2,4
"Louisiana","03/27/2016","2016",0,4,4
"Louisiana","03/07/2016","2016",0,4,4
"Louisiana","02/13/2016","2016",0,4,4
"Louisiana","12/23/2017","2017",1,3,4
"Louisiana","12/21/2017","2017",0,4,4
"Louisiana","11/17/2017","2017",0,4,4
"Louisiana","11/11/2017","2017",1,5,6
"Louisiana","11/03/2017","2017",1,4,5
"Louisiana","09/28/2017","2017",1,3,4
"Louisiana","09/10/2017","2017",1,3,4
"Louisiana","07/23/2017","2017",0,4,4
"Louisiana","06/08/2017","2017",0,6,6
"Louisiana","06/03/2017","2017",3,2,5
"Louisiana","04/06/2017","2017",1,3,4
"Louisiana","03/15/2017","2017",3,1,4
"Louisiana","03/10/2017","2017",3,1,4
"Louisiana","02/10/2017","2017",1,5,6
"Louisiana","01/29/2017","2017",1,4,5
"Louisiana","12/24/2018","2018",2,2,4
"Louisiana","12/11/2018","2018",1,3,4
"Louisiana","11/14/2018","2018",3,1,4
"Louisiana","09/18/2018","2018",0,4,4
"Louisiana","07/28/2018","2018",3,7,10
"Louisiana","07/25/2018","2018",0,4,4
"Louisiana","06/21/2018","2018",0,4,4
"Louisiana","05/27/2018","2018",0,4,4
"Louisiana","05/01/2018","2018",0,5,5
"Louisiana","04/22/2018","2018",2,4,6
"Louisiana","04/15/2018","2018",0,6,6
"Louisiana","04/04/2018","2018",2,2,4
"Louisiana","02/13/2018","2018",2,3,5
"Louisiana","12/24/2019","2019",0,4,4
"Louisiana","12/21/2019","2019",0,4,4
"Louisiana","12/08/2019","2019",1,4,5
"Louisiana","12/01/2019","2019",2,3,5
"Louisiana","12/01/2019","2019",2,2,4
"Louisiana","11/24/2019","2019",2,2,4
"Louisiana","11/23/2019","2019",1,6,7
"Louisiana","11/02/2019","2019",0,4,4
"Louisiana","09/21/2019","2019",0,4,4
"Louisiana","09/20/2019","2019",1,5,6
"Louisiana","09/08/2019","2019",1,3,4
"Louisiana","09/04/2019","2019",2,2,4
"Louisiana","08/04/2019","2019",0,4,4
"Louisiana","06/29/2019","2019",0,4,4
"Louisiana","06/29/2019","2019",0,7,7
"Louisiana","06/15/2019","2019",0,4,4
"Louisiana","05/29/2019","2019",1,3,4
"Louisiana","05/20/2019","2019",1,4,5
"Louisiana","05/15/2019","2019",0,4,4
"Louisiana","05/13/2019","2019",0,4,4
"Louisiana","04/07/2019","2019",0,4,4
"Louisiana","03/10/2019","2019",0,4,4
"Louisiana","02/17/2019","2019",1,5,6
"Louisiana","02/04/2019","2019",0,4,4
"Louisiana","01/26/2019","2019",5,0,5
"Louisiana","12/08/2020","2020",2,3,5
"Louisiana","11/28/2020","2020",0,4,4
"Louisiana","11/22/2020","2020",1,3,4
"Louisiana","11/15/2020","2020",0,5,5
"Louisiana","11/06/2020","2020",2,2,4
"Louisiana","10/22/2020","2020",0,5,5
"Louisiana","10/19/2020","2020",1,3,4
"Louisiana","10/15/2020","2020",2,2,4
"Louisiana","09/14/2020","2020",0,4,4
"Louisiana","09/11/2020","2020",0,5,5
"Louisiana","09/10/2020","2020",3,2,5
"Louisiana","09/07/2020","2020",0,4,4
"Louisiana","09/06/2020","2020",0,5,5
"Louisiana","07/15/2020","2020",1,3,4
"Louisiana","07/12/2020","2020",1,7,8
"Louisiana","07/04/2020","2020",0,4,4
"Louisiana","07/01/2020","2020",0,4,4
"Louisiana","06/14/2020","2020",0,5,5
"Louisiana","06/14/2020","2020",0,4,4
"Louisiana","06/14/2020","2020",2,2,4
"Louisiana","06/11/2020","2020",6,0,6
"Louisiana","05/25/2020","2020",0,6,6
"Louisiana","05/16/2020","2020",0,13,13
"Louisiana","05/10/2020","2020",0,5,5
"Louisiana","03/13/2020","2020",0,5,5
"Louisiana","02/15/2020","2020",0,4,4
"Louisiana","01/31/2020","2020",0,4,4
"Lousiana","07/17/2016","2016",3,3,6
"Maine","07/26/2014","2014",5,0,5
"Maine","07/05/2017","2017",4,1,5
"Maine","02/03/2020","2020",3,1,4
"Maryland","11/22/2007","2007",4,0,4
"Maryland","02/02/2008","2008",4,0,4
"Maryland","04/17/2009","2009",4,0,4
"Maryland","08/06/2010","2010",4,0,4
"Maryland","08/20/2013","2013",2,2,4
"Maryland","07/09/2013","2013",0,4,4
"Maryland","06/22/2013","2013",1,4,5
"Maryland","01/23/2013","2013",1,6,7
"Maryland","06/20/2014","2014",0,4,4
"Maryland","12/11/2015","2015",1,3,4
"Maryland","11/21/2015","2015",1,3,4
"Maryland","10/06/2015","2015",0,5,5
"Maryland","10/02/2015","2015",1,4,5
"Maryland","08/02/2015","2015",0,7,7
"Maryland","07/15/2015","2015",1,3,4
"Maryland","07/07/2015","2015",3,1,4
"Maryland","05/31/2015","2015",1,3,4
"Maryland","05/20/2015","2015",1,3,4
"Maryland","05/16/2015","2015",0,5,5
"Maryland","05/12/2015","2015",1,4,5
"Maryland","04/02/2015","2015",0,5,5
"Maryland","02/28/2015","2015",1,3,4
"Maryland","12/11/2016","2016",0,5,5
"Maryland","11/30/2016","2016",2,4,6
"Maryland","10/30/2016","2016",3,3,6
"Maryland","09/24/2016","2016",0,8,8
"Maryland","07/28/2016","2016",0,4,4
"Maryland","07/11/2016","2016",0,5,5
"Maryland","06/24/2016","2016",3,2,5
"Maryland","05/30/2016","2016",0,5,5
"Maryland","05/06/2016","2016",3,3,6
"Maryland","04/26/2016","2016",1,4,5
"Maryland","04/21/2016","2016",0,4,4
"Maryland","10/18/2017","2017",3,3,6
"Maryland","09/26/2017","2017",2,2,4
"Maryland","09/24/2017","2017",0,4,4
"Maryland","08/21/2017","2017",1,3,4
"Maryland","08/02/2017","2017",0,4,4
"Maryland","06/13/2017","2017",0,4,4
"Maryland","04/29/2017","2017",1,3,4
"Maryland","09/20/2018","2018",3,3,6
"Maryland","06/28/2018","2018",5,2,7
"Maryland","12/18/2018","2018",0,5,5
"Maryland","09/20/2018","2018",4,3,7
"Maryland","09/17/2018","2018",4,1,5
"Maryland","08/23/2018","2018",0,4,4
"Maryland","07/21/2018","2018",0,4,4
"Maryland","07/14/2018","2018",0,4,4
"Maryland","06/30/2018","2018",0,6,6
"Maryland","05/14/2018","2018",0,4,4
"Maryland","12/22/2019","2019",0,7,7
"Maryland","10/29/2019","2019",1,3,4
"Maryland","10/28/2019","2019",1,3,4
"Maryland","10/12/2019","2019",1,3,4
"Maryland","10/09/2019","2019",1,3,4
"Maryland","08/31/2019","2019",0,4,4
"Maryland","08/31/2019","2019",0,4,4
"Maryland","08/30/2019","2019",1,3,4
"Maryland","08/29/2019","2019",1,3,4
"Maryland","08/24/2019","2019",0,7,7
"Maryland","07/20/2019","2019",1,3,4
"Maryland","07/01/2019","2019",0,4,4
"Maryland","06/22/2019","2019",1,4,5
"Maryland","05/25/2019","2019",0,4,4
"Maryland","05/03/2019","2019",0,5,5
"Maryland","04/28/2019","2019",1,7,8
"Maryland","04/16/2019","2019",1,3,4
"Maryland","04/11/2019","2019",1,3,4
"Maryland","03/28/2019","2019",0,4,4
"Maryland","02/21/2019","2019",1,4,5
"Maryland","12/12/2020","2020",2,2,4
"Maryland","10/31/2020","2020",0,7,7
"Maryland","10/30/2020","2020",1,3,4
"Maryland","10/22/2020","2020",0,4,4
"Maryland","10/18/2020","2020",1,3,4
"Maryland","10/15/2020","2020",0,7,7
"Maryland","09/08/2020","2020",0,5,5
"Maryland","09/06/2020","2020",0,4,4
"Maryland","09/05/2020","2020",1,3,4
"Maryland","07/05/2020","2020",0,4,4
"Maryland","07/04/2020","2020",1,3,4
"Maryland","07/03/2020","2020",0,4,4
"Maryland","06/13/2020","2020",0,5,5
"Maryland","05/07/2020","2020",0,4,4
"Maryland","04/18/2020","2020",2,2,4
"Maryland","03/28/2020","2020",1,3,4
"Maryland","03/17/2020","2020",0,7,7
"Maryland","03/08/2020","2020",1,5,6
"Massachusetts","12/26/2000","2000",7,0,7
"Massachusetts","09/28/2010","2010",4,1,5
"Massachusetts","08/17/2014","2014",0,4,4
"Massachusetts","08/02/2014","2014",0,7,7
"Massachusetts","06/25/2014","2014",0,5,5
"Massachusetts","04/06/2014","2014",0,4,4
"Massachusetts","07/04/2015","2015",1,4,5
"Massachusetts","06/27/2015","2015",1,3,4
"Massachusetts","05/24/2015","2015",0,5,5
"Massachusetts","01/23/2015","2015",0,6,6
"Massachusetts","01/08/2015","2015",1,3,4
"Massachusetts","08/21/2016","2016",0,4,4
"Massachusetts","06/08/2016","2016",1,3,4
"Massachusetts","03/06/2016","2016",1,6,7
"Massachusetts","12/09/2017","2017",0,4,4
"Massachusetts","06/09/2018","2018",0,4,4
"Massachusetts","10/09/2019","2019",0,5,5
"Massachusetts","10/07/2019","2019",5,0,5
"Massachusetts","08/24/2019","2019",1,3,4
"Massachusetts","07/05/2019","2019",0,6,6
"Massachusetts","05/01/2019","2019",1,3,4
"Massachusetts","12/26/2020","2020",1,5,6
"Massachusetts","10/22/2020","2020",0,4,4
"Massachusetts","08/08/2020","2020",0,5,5
"Massachusetts","07/04/2020","2020",1,4,5
"Massachusetts","07/02/2020","2020",0,4,4
"Massachusetts","06/30/2020","2020",1,3,4
"Massachusetts","05/27/2020","2020",1,4,5
"Massachusetts","04/17/2020","2020",1,4,5
"Michigan","11/14/1991","1991",5,5,10
"Michigan","03/15/2006","2006",4,0,4
"Michigan","10/18/2007","2007",4,0,4
"Michigan","09/17/2007","2007",4,1,5
"Michigan","09/29/2008","2008",4,0,4
"Michigan","07/07/2011","2011",7,2,9
"Michigan","12/04/2012","2012",4,0,4
"Michigan","12/22/2013","2013",1,3,4
"Michigan","11/30/2013","2013",0,5,5
"Michigan","11/07/2013","2013",3,7,10
"Michigan","09/22/2013","2013",2,4,6
"Michigan","09/17/2013","2013",0,4,4
"Michigan","08/03/2013","2013",0,5,5
"Michigan","07/25/2013","2013",0,4,4
"Michigan","07/14/2013","2013",0,5,5
"Michigan","07/04/2013","2013",1,6,7
"Michigan","05/25/2013","2013",1,3,4
"Michigan","05/19/2013","2013",0,4,4
"Michigan","05/15/2013","2013",1,4,5
"Michigan","03/03/2013","2013",0,4,4
"Michigan","02/22/2013","2013",0,4,4
"Michigan","12/22/2014","2014",1,3,4
"Michigan","10/16/2014","2014",1,3,4
"Michigan","10/05/2014","2014",1,5,6
"Michigan","09/11/2014","2014",1,7,8
"Michigan","09/04/2014","2014",0,5,5
"Michigan","08/27/2014","2014",1,3,4
"Michigan","06/26/2014","2014",2,2,4
"Michigan","06/07/2014","2014",1,3,4
"Michigan","05/24/2014","2014",0,4,4
"Michigan","03/01/2014","2014",0,4,4
"Michigan","01/13/2014","2014",0,4,4
"Michigan","11/08/2015","2015",0,4,4
"Michigan","09/17/2015","2015",0,4,4
"Michigan","08/09/2015","2015",1,3,4
"Michigan","07/15/2015","2015",0,4,4
"Michigan","06/28/2015","2015",0,5,5
"Michigan","06/27/2015","2015",0,4,4
"Michigan","06/20/2015","2015",1,11,12
"Michigan","05/24/2015","2015",0,7,7
"Michigan","05/07/2015","2015",0,4,4
"Michigan","04/05/2015","2015",0,4,4
"Michigan","03/01/2015","2015",1,5,6
"Michigan","02/20/2016","2016",6,2,8
"Michigan","10/09/2016","2016",1,8,9
"Michigan","09/11/2016","2016",0,5,5
"Michigan","08/05/2016","2016",1,3,4
"Michigan","07/17/2016","2016",0,4,4
"Michigan","07/11/2016","2016",0,4,4
"Michigan","07/11/2016","2016",3,2,5
"Michigan","05/06/2016","2016",1,4,5
"Michigan","04/16/2016","2016",1,4,5
"Michigan","03/11/2016","2016",2,2,4
"Michigan","02/28/2016","2016",0,5,5
"Michigan","02/20/2016","2016",6,2,8
"Michigan","09/21/2016","2016",4,1,5
"Michigan","12/02/2017","2017",0,4,4
"Michigan","11/30/2017","2017",1,4,5
"Michigan","09/17/2017","2017",1,3,4
"Michigan","07/03/2017","2017",1,3,4
"Michigan","05/04/2017","2017",1,3,4
"Michigan","03/25/2017","2017",1,3,4
"Michigan","03/18/2017","2017",3,2,5
"Michigan","01/07/2017","2017",1,3,4
"Michigan","10/31/2018","2018",1,3,4
"Michigan","08/10/2018","2018",0,4,4
"Michigan","07/29/2018","2018",0,4,4
"Michigan","04/24/2018","2018",0,4,4
"Michigan","04/01/2018","2018",0,5,5
"Michigan","03/11/2018","2018",1,4,5
"Michigan","02/26/2018","2018",5,0,5
"Michigan","02/11/2018","2018",4,3,7
"Michigan","12/01/2019","2019",1,3,4
"Michigan","11/09/2019","2019",0,4,4
"Michigan","11/02/2019","2019",1,4,5
"Michigan","10/27/2019","2019",0,4,4
"Michigan","10/27/2019","2019",1,4,5
"Michigan","10/12/2019","2019",1,5,6
"Michigan","07/07/2019","2019",0,6,6
"Michigan","06/21/2019","2019",1,3,4
"Michigan","05/25/2019","2019",3,2,5
"Michigan","10/01/2020","2020",0,5,5
"Michigan","09/28/2020","2020",0,6,6
"Michigan","09/13/2020","2020",0,7,7
"Michigan","08/26/2020","2020",3,1,4
"Michigan","08/24/2020","2020",0,4,4
"Michigan","08/15/2020","2020",4,0,4
"Michigan","07/29/2020","2020",0,4,4
"Michigan","07/26/2020","2020",1,3,4
"Michigan","07/25/2020","2020",0,6,6
"Michigan","07/22/2020","2020",0,4,4
"Michigan","07/19/2020","2020",1,3,4
"Michigan","07/12/2020","2020",0,5,5
"Michigan","07/05/2020","2020",2,4,6
"Michigan","07/04/2020","2020",2,3,5
"Michigan","06/20/2020","2020",0,4,4
"Michigan","06/20/2020","2020",1,3,4
"Michigan","05/23/2020","2020",1,3,4
"Michigan","04/10/2020","2020",0,4,4
"Michigan","04/08/2020","2020",0,4,4
"Michigan","03/14/2020","2020",2,2,4
"Minnesota","03/21/2005","2005",10,5,15
"Minnesota","09/27/2012","2012",7,1,8
"Minnesota","11/25/2013","2013",1,3,4
"Minnesota","08/25/2013","2013",2,2,4
"Minnesota","08/09/2014","2014",1,8,9
"Minnesota","11/23/2015","2015",0,5,5
"Minnesota","09/12/2015","2015",0,6,6
"Minnesota","09/07/2015","2015",5,0,5
"Minnesota","08/26/2015","2015",0,4,4
"Minnesota","09/07/2015","2015",4,0,4
"Minnesota","10/03/2016","2016",0,4,4
"Minnesota","08/14/2016","2016",0,5,5
"Minnesota","06/11/2016","2016",0,4,4
"Minnesota","06/05/2016","2016",0,4,4
"Minnesota","05/04/2016","2016",1,7,8
"Minnesota","11/18/2017","2017",0,4,4
"Minnesota","11/03/2017","2017",0,4,4
"Minnesota","04/07/2017","2017",4,1,5
"Minnesota","01/30/2017","2017",0,4,4
"Minnesota","11/01/2018","2018",0,5,5
"Minnesota","09/07/2018","2018",1,3,4
"Minnesota","05/02/2018","2018",0,5,5
"Minnesota","12/22/2019","2019",1,7,8
"Minnesota","06/28/2019","2019",0,5,5
"Minnesota","09/23/2020","2020",0,5,5
"Minnesota","08/28/2020","2020",0,4,4
"Minnesota","06/22/2020","2020",0,4,4
"Minnesota","06/21/2020","2020",0,11,11
"Minnesota","06/14/2020","2020",1,6,7
"Mississippi","07/08/2003","2003",7,8,15
"Mississippi","07/07/2013","2013",0,4,4
"Mississippi","03/07/2013","2013",2,2,4
"Mississippi","12/21/2014","2014",1,4,5
"Mississippi","09/20/2014","2014",2,2,4
"Mississippi","09/02/2014","2014",2,3,5
"Mississippi","03/30/2014","2014",0,5,5
"Mississippi","01/11/2014","2014",0,4,4
"Mississippi","08/09/2015","2015",1,3,4
"Mississippi","03/13/2015","2015",2,3,5
"Mississippi","11/23/2016","2016",0,4,4
"Mississippi","10/28/2016","2016",0,6,6
"Mississippi","08/07/2016","2016",1,3,4
"Mississippi","04/27/2016","2016",3,1,4
"Mississippi","02/20/2016","2016",2,3,5
"Mississippi","02/07/2016","2016",2,4,6
"Mississippi","12/24/2017","2017",0,5,5
"Mississippi","12/16/2017","2017",0,4,4
"Mississippi","11/24/2017","2017",1,6,7
"Mississippi","10/16/2017","2017",1,3,4
"Mississippi","07/06/2017","2017",0,4,4
"Mississippi","05/28/2017","2017",0,5,5
"Mississippi","05/27/2017","2017",8,1,9
"Mississippi","02/21/2017","2017",4,0,4
"Mississippi","02/09/2017","2017",4,0,4
"Mississippi","02/06/2017","2017",4,0,4
"Mississippi","01/20/2017","2017",1,4,5
"Mississippi","01/15/2017","2017",1,4,5
"Mississippi","01/01/2017","2017",0,5,5
"Mississippi","02/20/2017","2017",4,0,4
"Mississippi","05/20/2018","2018",1,7,8
"Mississippi","05/13/2018","2018",0,4,4
"Mississippi","01/05/2018","2018",0,6,6
"Mississippi","12/20/2019","2019",1,6,7
"Mississippi","08/12/2019","2019",0,4,4
"Mississippi","05/18/2019","2019",1,4,5
"Mississippi","04/27/2019","2019",1,3,4
"Mississippi","04/02/2019","2019",0,4,4
"Mississippi","02/16/2019","2019",5,0,5
"Mississippi","12/22/2020","2020",5,0,5
"Mississippi","12/10/2020","2020",0,5,5
"Mississippi","11/29/2020","2020",0,11,11
"Mississippi","10/24/2020","2020",2,8,10
"Mississippi","10/21/2020","2020",2,2,4
"Mississippi","08/09/2020","2020",0,4,4
"Mississippi","07/12/2020","2020",2,4,6
"Mississippi","07/05/2020","2020",0,4,4
"Mississippi","07/04/2020","2020",1,3,4
"Mississippi","06/06/2020","2020",0,5,5
"Mississippi","05/31/2020","2020",1,5,6
"Mississippi","05/26/2020","2020",0,4,4
"Mississippi","05/23/2020","2020",1,4,5
"Mississippi","04/15/2020","2020",1,3,4
"Mississippi","02/17/2020","2020",2,2,4
"Mississippi","02/01/2020","2020",0,4,4
"Mississippi","01/08/2020","2020",2,2,4
"Missouri","11/17/2006","2006",4,0,4
"Missouri","04/18/2006","2006",4,1,5
"Missouri","02/07/2008","2008",6,2,8
"Missouri","03/16/2009","2009",4,1,5
"Missouri","11/30/2010","2010",4,0,4
"Missouri","09/22/2013","2013",1,3,4
"Missouri","09/07/2013","2013",1,3,4
"Missouri","08/09/2013","2013",2,2,4
"Missouri","08/04/2013","2013",1,3,4
"Missouri","06/24/2013","2013",1,3,4
