"state","year","population","pop_per100k"
"South Dakota","2012",833859,11992.44
"South Dakota","2013",842751,11865.9
"South Dakota","2014",849670,11769.28
"South Dakota","2015",854663,11700.52
"South Dakota","2016",863693,11578.19
"South Dakota","2017",873732,11445.16
"South Dakota","2018",879386,11371.57
"South Dakota","2019",887127,11272.34
"Tennessee","2010",6355518,1573.44
"Tennessee","2011",6400298,1562.43
"Tennessee","2012",6455752,1549.01
"Tennessee","2013",6496943,1539.19
"Tennessee","2014",6544617,1527.97
"Tennessee","2015",6595354,1516.22
"Tennessee","2016",6651277,1503.47
"Tennessee","2017",6714748,1489.26
"Tennessee","2018",6778180,1475.32
"Tennessee","2019",6830325,1464.06
"Texas","2010",25241897,396.17
"Texas","2011",25645504,389.93
"Texas","2012",26084120,383.38
"Texas","2013",26479646,377.65
"Texas","2014",26963092,370.88
"Texas","2015",27468531,364.05
"Texas","2016",27914064,358.24
"Texas","2017",28291024,353.47
"Texas","2018",28624564,349.35
"Texas","2019",28986794,344.98
"Utah","2010",2775413,3603.07
"Utah","2011",2814797,3552.65
"Utah","2012",2854146,3503.68
"Utah","2013",2898773,3449.74
"Utah","2014",2938327,3403.3
"Utah","2015",2983626,3351.63
"Utah","2016",3044241,3284.89
"Utah","2017",3103540,3222.13
"Utah","2018",3155153,3169.42
"Utah","2019",3203383,3121.7
"Vermont","2010",625886,15977.35
"Vermont","2011",627197,15943.95
"Vermont","2012",626361,15965.23
"Vermont","2013",626603,15959.07
"Vermont","2014",625693,15982.28
"Vermont","2015",625810,15979.29
"Vermont","2016",624366,16016.25
"Vermont","2017",625132,15996.62
"Vermont","2018",624802,16005.07
"Vermont","2019",624046,16024.46
"Virginia","2010",8024004,1246.26
"Virginia","2011",8102437,1234.2
"Virginia","2012",8187456,1221.38
"Virginia","2013",8255861,1211.26
"Virginia","2014",8315430,1202.58
"Virginia","2015",8367303,1195.13
"Virginia","2016",8417651,1187.98
"Virginia","2017",8471011,1180.5
"Virginia","2018",8510920,1174.96
"Virginia","2019",8556642,1168.68
"Washington","2010",6743009,1483.02
"Washington","2011",6827479,1464.67
"Washington","2012",6898599,1449.57
"Washington","2013",6966252,1435.49
"Washington","2014",7057531,1416.93
"Washington","2015",7167287,1395.23
"Washington","2016",7299961,1369.87
"Washington","2017",7427951,1346.27
"Washington","2018",7526793,1328.59
"Washington","2019",7614024,1313.37
"West Virginia","2010",1854265,5392.97
"West Virginia","2011",1856606,5386.17
"West Virginia","2012",1857446,5383.74
"West Virginia","2013",1854768,5391.51
"West Virginia","2014",1850569,5403.74
"West Virginia","2015",1843332,5424.96
"West Virginia","2016",1832435,5457.22
"West Virginia","2017",1818683,5498.48
"West Virginia","2018",1805953,5537.24
"West Virginia","2019",1795263,5570.21
"Wisconsin","2010",5690538,1757.3
"Wisconsin","2011",5705840,1752.59
"Wisconsin","2012",5720825,1748
"Wisconsin","2013",5738012,1742.76
"Wisconsin","2014",5753199,1738.16
"Wisconsin","2015",5762927,1735.23
"Wisconsin","2016",5775170,1731.55
"Wisconsin","2017",5793147,1726.18
"Wisconsin","2018",5809319,1721.37
"Wisconsin","2019",5824581,1716.86
"Wyoming","2010",564531,17713.82
"Wyoming","2011",567491,17621.42
"Wyoming","2012",576656,17341.36
"Wyoming","2013",582620,17163.85
"Wyoming","2014",583159,17147.98
"Wyoming","2015",586389,17053.53
"Wyoming","2016",585243,17086.92
"Wyoming","2017",579994,17241.56
"Wyoming","2018",579054,17269.55
"Wyoming","2019",580116,17237.93
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"Puerto Rico*","2010",3721525,2687.07
"Puerto Rico*","2011",3678732,2718.33
"Puerto Rico*","2012",3634488,2751.42
"Puerto Rico*","2013",3593077,2783.13
"Puerto Rico*","2014",3534874,2828.96
"Puerto Rico*","2015",3473232,2879.16
"Puerto Rico*","2016",3406672,2935.42
"Puerto Rico*","2017",3325286,3007.26
"Puerto Rico*","2018",3193354,3131.5
"Puerto Rico*","2019",3193694,3131.17
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"","2010",NA,NA
"","2011",NA,NA
"","2012",NA,NA
"","2013",NA,NA
"","2014",NA,NA
"","2015",NA,NA
"","2016",NA,NA
"","2017",NA,NA
"","2018",NA,NA
"","2019",NA,NA
"Alabama","2020",5024279,1990.34
"Alaska","2020",733391,13635.29
"Arizona","2020",7151502,1398.31
"Arkansas","2020",3011524,3320.58
"California","2020",39538223,252.92
"Colorado","2020",5773714,1731.99
"Connecticut","2020",3605944,2773.2
"Delaware","2020",989948,10101.54
"District of Columbia","2020",689545,14502.32
"Florida","2020",21538187,464.29
"Georgia","2020",10711908,933.54
"Hawaii","2020",1455271,6871.57
"Idaho","2020",1839106,5437.42
"Illinois","2020",12812508,780.49
"Indiana","2020",6785528,1473.72
"Iowa","2020",3190369,3134.43
"Kansas","2020",2937880,3403.81
"Kentucky","2020",4505836,2219.34
"Louisiana","2020",4657757,2146.96
"Maine","2020",1362359,7340.21
"Maryland","2020",6177224,1618.85
"Massachusetts","2020",7029917,1422.49
"Michigan","2020",10077331,992.33
"Minnesota","2020",5706494,1752.39
"Mississippi","2020",2961279,3376.92
"Missouri","2020",6154913,1624.72
"Montana","2020",1084225,9223.18
"Nebraska","2020",1961504,5098.13
"Nevada","2020",3104614,3221.01
"New Hampshire","2020",1377529,7259.38
"New Jersey","2020",9288994,1076.54
"New Mexico","2020",2117522,4722.5
"New York","2020",20201249,495.02
"North Carolina","2020",10439388,957.91
"North Dakota","2020",779094,12835.42
"Ohio","2020",11799448,847.5
"Oklahoma","2020",3959353,2525.67
"Oregon","2020",4237256,2360.02
"Pennsylvania","2020",13002700,769.07
"Rhode Island","2020",1097379,9112.62
"South Carolina","2020",5118425,1953.73
"South Dakota","2020",886667,11278.19
"Tennessee","2020",6910840,1447
"Texas","2020",29145505,343.11
"Utah","2020",3271616,3056.59
"Vermont","2020",643077,15550.24
"Virginia","2020",8631393,1158.56
"Washington","2020",7705281,1297.81
"West Virginia","2020",1793716,5575.02
"Wisconsin","2020",5893718,1696.72
"Wyoming","2020",576851,17335.5
